Country, Variable, Unit, Symbol,"""2020""",
Yemen, Total water withdrawal,10^9 m3/year, I,3.56,
Yemen, Total water withdrawal per capita,m3/inhab/year, E,119.53,
Yemen, Treated municipal wastewater,10^9 m3/year, I,0.05,
Yemen, Urban population,1000 inhab, X,11465.41,
Zimbabwe, % of agricultural GVA produced by irrigated agriculture, %, E,7.1,
Zimbabwe, % of total country area cultivated, %, E,10.49,
Zimbabwe, Agricultural water withdrawal,10^9 m3/year, I,3.04,
Zimbabwe, Agricultural water withdrawal as % of total renewable water resources, %, I,15.21,
Zimbabwe, Agricultural water withdrawal as % of total water withdrawal, %, I,80.64,
Zimbabwe, Agriculture, value added (% GDP), %, X,8.27
Zimbabwe, Agriculture, value added to GDP, current US$, X,1802408226
Zimbabwe, Arable land area,1000 ha, X,4000,
Zimbabwe, Area equipped for irrigation by direct use of treated municipal wastewater,1000 ha, I,2.6,
Zimbabwe, Collected municipal wastewater,10^9 m3/year, I, ,
Zimbabwe, Cultivated area (arable land + permanent crops),1000 ha, X,4100,
Zimbabwe, Direct use of agricultural drainage water,10^9 m3/year, I, ,
Zimbabwe, Direct use of treated municipal wastewater,10^9 m3/year, I,0.01,
Zimbabwe, Direct use of treated municipal wastewater for irrigation purposes,10^9 m3/year, I,0.01,
Zimbabwe, Environmental Flow Requirements,10^9 m3/year, I,9.35,
Zimbabwe, Fresh groundwater withdrawal,10^9 m3/year, I,1.06,
Zimbabwe, Fresh surface water withdrawal,10^9 m3/year, I,2.72,
Zimbabwe,GDP Deflator (2015), , X,106.76,
Zimbabwe, GDP per capita, current US$/inhab, X,1465.85,
Zimbabwe,Gender Inequality Index (GII) [equality = 0; inequality = 1), , I,0.5,
Zimbabwe, Gross Domestic Product (GDP), current US$, X,21786743637,
Zimbabwe,Human Development Index (HDI) [highest = 1], , I,0.56,
Zimbabwe, Industrial water withdrawal,10^9 m3/year, I,0.08,
Zimbabwe, Industrial water withdrawal as % of total water withdrawal, %, I,2.16,
Zimbabwe, Industry, value added to GDP, current US$, X,4106912587
Zimbabwe, Irrigation water requirement,10^9 m3/year, I,0.84,
Zimbabwe, Irrigation water withdrawal,10^9 m3/year, I,2.93,
Zimbabwe,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,18.86,
Zimbabwe, Municipal water withdrawal,10^9 m3/year, I,0.65,
Zimbabwe, Municipal water withdrawal as % of total withdrawal, %, I,17.21,
Zimbabwe, Not treated municipal wastewater,10^9 m3/year, I,0.1,
Zimbabwe, Number of municipal wastewater treatment facilities, , I,137,
Zimbabwe,Number of people undernourished (3-year average),1000 inhab, I,8500,
Zimbabwe, Permanent crops area,1000 ha, X,100,
Zimbabwe, Population density,inhab/km2, E,38.04,
Zimbabwe,Prevalence of undernourishment (3-year average), %, I,51.3,
Zimbabwe, Produced municipal wastewater,10^9 m3/year, I,0.14,
Zimbabwe, Rural population,1000 inhab, X,11980,
Zimbabwe,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,47.29,
Zimbabwe,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.04,
Zimbabwe,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,19.86,
Zimbabwe,SDG 6.4.1. Water Use Efficiency,US$/m3, I,4.47,
Zimbabwe,SDG 6.4.2. Water Stress, %, E,35.41,
Zimbabwe, Services, value added to GDP, current US$, X,13763074221
Zimbabwe, Total area of the country (excl. coastal water),1000 ha, E,39076,
Zimbabwe, Total freshwater withdrawal,10^9 m3/year, I,3.77,
Zimbabwe, Total population,1000 inhab, X,14862.92,
Zimbabwe, Total water withdrawal,10^9 m3/year, I,3.77,
Zimbabwe, Total water withdrawal per capita,m3/inhab/year, E,253.74,
Zimbabwe, Treated municipal wastewater,10^9 m3/year, I,0.08,
Zimbabwe, Urban population,1000 inhab, X,5700.46,
Zimbabwe, Water withdrawal for aquaculture,10^9 m3/year, I,0.02,
Zimbabwe, Water withdrawal for cooling of thermoelectric plants,10^9 m3/year, I,0.05,
Zimbabwe, Water withdrawal for livestock (watering and cleaning),10^9 m3/year, I,0.09,
