Country, Variable, Unit, Symbol,"""2020"""
Haiti, Groundwater: leaving the country to other countries (total),10^9 m3/year, I, 
Haiti, Industrial water withdrawal,10^9 m3/year, I,0.05
Haiti, Industrial water withdrawal as % of total water withdrawal, %, I,3.52
Haiti, Interannual variability (WRI), , I,2.4
Haiti, Irrigation water requirement,10^9 m3/year, I,0.35
Haiti, Irrigation water withdrawal,10^9 m3/year, I,1.21
Haiti, Long-term average annual precipitation in depth, mm/year, I,1440
Haiti, Long-term average annual precipitation in volume,10^9 m3/year, I,39.96
Haiti,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,10.34
Haiti, Municipal water withdrawal,10^9 m3/year, I,0.19
Haiti, Municipal water withdrawal as % of total withdrawal, %, I,13.1
Haiti, National Rainfall Index (NRI), mm/year, I,1226
Haiti, Overlap between surface water and groundwater,10^9 m3/year, I, 
Haiti, Overlap: between surface water and groundwater,10^9 m3/year, I, 
Haiti,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,63.94
Haiti,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.29
Haiti,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,41.45
Haiti,SDG 6.4.1. Water Use Efficiency,US$/m3, I,7.92
Haiti,SDG 6.4.2. Water Stress, %, E,13.38
Haiti, Seasonal variability (WRI), , I,1.9
Haiti, Surface water produced internally,10^9 m3/year, I,10.85
Haiti, Surface water: accounted flow of border rivers,10^9 m3/year, I, 
Haiti, Surface water: accounted inflow,10^9 m3/year, I,1.01
Haiti, Surface water: entering the country (total),10^9 m3/year, I,1.01
Haiti, Surface water: inflow not submitted to treaties,10^9 m3/year, I,1.01
Haiti, Surface water: inflow secured through treaties,10^9 m3/year, I, 
Haiti, Surface water: inflow submitted to treaties,10^9 m3/year, I, 
Haiti, Surface water: leaving the country to other countries (total),10^9 m3/year, I, 
Haiti, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I, 
Haiti, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I, 
Haiti, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I, 
Haiti, Surface water: total external renewable,10^9 m3/year, I,1.01
Haiti, Surface water: total flow of border rivers,10^9 m3/year, I, 
Haiti, Total dam capacity,km3, E,0.3
Haiti, Total freshwater withdrawal,10^9 m3/year, I,1.45
Haiti, Total internal renewable water resources (IRWR),10^9 m3/year, I,13.01
Haiti, Total internal renewable water resources per capita,m3/inhab/year, E,1140.71
Haiti, Total renewable groundwater,10^9 m3/year, I,2.16
Haiti, Total renewable surface water,10^9 m3/year, I,11.87
Haiti, Total renewable water resources,10^9 m3/year, I,14.02
Haiti, Total renewable water resources per capita,m3/inhab/year, E,1229.73
Haiti, Total water withdrawal,10^9 m3/year, I,1.45
Haiti, Total water withdrawal per capita,m3/inhab/year, E,127.16
Haiti, Water resources: total external renewable,10^9 m3/year, I,1.01
India, Agricultural water withdrawal,10^9 m3/year, I,688
India, Agricultural water withdrawal as % of total renewable water resources, %, I,36
India, Agricultural water withdrawal as % of total water withdrawal, %, I,90.41
India, Area equipped for irrigation by direct use of not treated municipal wastewater,1000 ha, I,7.5
India, Area equipped for irrigation by direct use of treated municipal wastewater,1000 ha, I,1.32
India, Capacity of the municipal wastewater treatment facilities,10^9 m3/year, I,4.57
India, Dam capacity per capita,m3/inhab, E,179.32
India, Dependency ratio, %, I,30.52
India, Desalinated water produced,10^9 m3/year, I, 
India, Direct use of agricultural drainage water,10^9 m3/year, I,113.5
India, Direct use of not treated municipal wastewater for irrigation purposes,10^9 m3/year, I,1.23
India, Environmental Flow Requirements,10^9 m3/year, I,937.1
India, Exploitable: regular renewable groundwater,10^9 m3/year, I,398.7
India, Exploitable: regular renewable surface water,10^9 m3/year, I,690
India, Exploitable: total renewable surface water,10^9 m3/year, I,690
India, Fresh groundwater withdrawal,10^9 m3/year, I,251
India, Fresh surface water withdrawal,10^9 m3/year, I,396.5
India, Groundwater produced internally,10^9 m3/year, I,432
India, Groundwater: accounted inflow,10^9 m3/year, I, 
India, Groundwater: accounted outflow to other countries,10^9 m3/year, I, 
India, Groundwater: entering the country (total),10^9 m3/year, I, 
India, Groundwater: leaving the country to other countries (total),10^9 m3/year, I, 
India, Industrial water withdrawal,10^9 m3/year, I,17
India, Industrial water withdrawal as % of total water withdrawal, %, I,2.23
India, Interannual variability (WRI), , I,1.7
India, Irrigation water requirement,10^9 m3/year, I,370.8
India, Long-term average annual precipitation in depth, mm/year, I,1083
India, Long-term average annual precipitation in volume,10^9 m3/year, I,3560.1
India,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,33.88
India, Municipal water withdrawal,10^9 m3/year, I,56
India, Municipal water withdrawal as % of total withdrawal, %, I,7.36
India, National Rainfall Index (NRI), mm/year, I,1502
India, Not treated municipal wastewater,10^9 m3/year, I,11.03
India, Not treated municipal wastewater discharged (secondary water),10^9 m3/year, I,9.66
India, Number of municipal wastewater treatment facilities, , I,498
India, Overlap between surface water and groundwater,10^9 m3/year, I,390
India, Overlap: between surface water and groundwater,10^9 m3/year, I,390
India, Produced municipal wastewater,10^9 m3/year, I,15.45
India,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,34.92
India,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.44
India,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,23.28
India,SDG 6.4.1. Water Use Efficiency,US$/m3, I,2.89
India,SDG 6.4.2. Water Stress, %, E,66.49
India, Seasonal variability (WRI), , I,4.2
India, Surface water produced internally,10^9 m3/year, I,1404
India, Surface water: accounted flow of border rivers,10^9 m3/year, I, 
India, Surface water: accounted inflow,10^9 m3/year, I,635.2
India, Surface water: entering the country (total),10^9 m3/year, I,635.2
India, Surface water: inflow not submitted to treaties,10^9 m3/year, I,635.2
India, Surface water: inflow secured through treaties,10^9 m3/year, I, 
India, Surface water: inflow submitted to treaties,10^9 m3/year, I, 
India, Surface water: leaving the country to other countries (total),10^9 m3/year, I,1385
India, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I,1142
India, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I,170.3
India, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I,243
India, Surface water: total external renewable,10^9 m3/year, I,464.9
India, Surface water: total flow of border rivers,10^9 m3/year, I, 
India, Total dam capacity,km3, E,247.46
India, Total exploitable water resources,10^9 m3/year, E,1088.7
India, Total freshwater withdrawal,10^9 m3/year, I,647.5
India, Total internal renewable water resources (IRWR),10^9 m3/year, I,1446
India, Total internal renewable water resources per capita,m3/inhab/year, E,1047.82
India, Total renewable groundwater,10^9 m3/year, I,432
India, Total renewable surface water,10^9 m3/year, I,1868.9
India, Total renewable water resources,10^9 m3/year, I,1910.9
India, Total renewable water resources per capita,m3/inhab/year, E,1384.71
India, Total water withdrawal,10^9 m3/year, I,761
India, Total water withdrawal per capita,m3/inhab/year, E,551.45
India, Treated municipal wastewater,10^9 m3/year, I,4.42
India, Water resources: total external renewable,10^9 m3/year, I,464.9
Kenya, Agricultural water withdrawal,10^9 m3/year, I,3.23
Kenya, Agricultural water withdrawal as % of total renewable water resources, %, I,10.53
Kenya, Agricultural water withdrawal as % of total water withdrawal, %, I,80.21
Kenya, Area equipped for irrigation by direct use of not treated municipal wastewater,1000 ha, I,2
Kenya, Capacity of the municipal wastewater treatment facilities,10^9 m3/year, I,0.13
Kenya, Dam capacity per capita,m3/inhab, E,460.94
Kenya, Dependency ratio, %, I,32.57
Kenya, Environmental Flow Requirements,10^9 m3/year, I,18.57
Kenya, Exploitable: regular renewable groundwater,10^9 m3/year, I,0.6
Kenya, Fresh groundwater withdrawal,10^9 m3/year, I,0.53
Kenya, Fresh surface water withdrawal,10^9 m3/year, I,3.51
Kenya, Groundwater produced internally,10^9 m3/year, I,3.5
Kenya, Groundwater: accounted inflow,10^9 m3/year, I, 
Kenya, Groundwater: accounted outflow to other countries,10^9 m3/year, I, 
Kenya, Groundwater: entering the country (total),10^9 m3/year, I, 
Kenya, Groundwater: leaving the country to other countries (total),10^9 m3/year, I, 
Kenya, Industrial water withdrawal,10^9 m3/year, I,0.3
Kenya, Industrial water withdrawal as % of total water withdrawal, %, I,7.51
Kenya, Interannual variability (WRI), , I,3.2
Kenya, Irrigation water requirement,10^9 m3/year, I,0.49
Kenya, Irrigation water withdrawal,10^9 m3/year, I,0.46
Kenya, Long-term average annual precipitation in depth, mm/year, I,630
Kenya, Long-term average annual precipitation in volume,10^9 m3/year, I,365.63
Kenya,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,13.13
Kenya, Municipal water withdrawal,10^9 m3/year, I,0.49
Kenya, Municipal water withdrawal as % of total withdrawal, %, I,12.28
Kenya, National Rainfall Index (NRI), mm/year, I,902.1
Kenya, Number of municipal wastewater treatment facilities, , I,27
Kenya, Overlap between surface water and groundwater,10^9 m3/year, I,3
Kenya, Overlap: between surface water and groundwater,10^9 m3/year, I,3
Kenya, Produced municipal wastewater,10^9 m3/year, I,0.08
Kenya,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,42.4
Kenya,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.19
Kenya,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,94.23
Kenya,SDG 6.4.1. Water Use Efficiency,US$/m3, I,14.9
Kenya,SDG 6.4.2. Water Stress, %, E,33.24
Kenya, Seasonal variability (WRI), , I,1.9
Kenya, Surface water produced internally,10^9 m3/year, I,20.2
Kenya, Surface water: accounted flow of border rivers,10^9 m3/year, I, 
Kenya, Surface water: accounted inflow,10^9 m3/year, I,10
Kenya, Surface water: entering the country (total),10^9 m3/year, I,10
Kenya, Surface water: inflow not submitted to treaties,10^9 m3/year, I,10
Kenya, Surface water: inflow secured through treaties,10^9 m3/year, I, 
Kenya, Surface water: inflow submitted to treaties,10^9 m3/year, I, 
Kenya, Surface water: leaving the country to other countries (total),10^9 m3/year, I,8.9
Kenya, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I,8.9
Kenya, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I, 
Kenya, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I, 
Kenya, Surface water: total external renewable,10^9 m3/year, I,10
Kenya, Surface water: total flow of border rivers,10^9 m3/year, I, 
Kenya, Total dam capacity,km3, E,24.79
Kenya, Total exploitable water resources,10^9 m3/year, I,0.6
Kenya, Total freshwater withdrawal,10^9 m3/year, I,4.03
Kenya, Total internal renewable water resources (IRWR),10^9 m3/year, I,20.7
Kenya, Total internal renewable water resources per capita,m3/inhab/year, E,384.96
Kenya, Total renewable groundwater,10^9 m3/year, I,3.5
Kenya, Total renewable surface water,10^9 m3/year, I,30.2
Kenya, Total renewable water resources,10^9 m3/year, I,30.7
Kenya, Total renewable water resources per capita,m3/inhab/year, E,570.94
Kenya, Total water withdrawal,10^9 m3/year, I,4.03
Kenya, Total water withdrawal per capita,m3/inhab/year, E,74.98
Kenya, Treated municipal wastewater,10^9 m3/year, I,0.04
Kenya, Water resources: total external renewable,10^9 m3/year, I,10
Kenya, Water withdrawal for aquaculture,10^9 m3/year, I,0.04
Kenya, Water withdrawal for livestock (watering and cleaning),10^9 m3/year, I,0.26
Kyrgyzstan, Agricultural water withdrawal,10^9 m3/year, I,7.1
Kyrgyzstan, Agricultural water withdrawal as % of total renewable water resources, %, I,30.06
Kyrgyzstan, Agricultural water withdrawal as % of total water withdrawal, %, E,92.69
Kyrgyzstan, Dam capacity per capita,m3/inhab, E,3612.71
Kyrgyzstan, Dependency ratio, %, I,1.13
Kyrgyzstan, Direct use of agricultural drainage water,10^9 m3/year, I,0.3
Kyrgyzstan, Direct use of treated municipal wastewater,10^9 m3/year, I, 
Kyrgyzstan, Environmental Flow Requirements,10^9 m3/year, I,8.22
Kyrgyzstan, Fresh groundwater withdrawal,10^9 m3/year, I,0.31
Kyrgyzstan, Fresh surface water withdrawal,10^9 m3/year, I,7.4
Kyrgyzstan, Groundwater produced internally,10^9 m3/year, I,13.69
Kyrgyzstan, Groundwater: accounted inflow,10^9 m3/year, I, 
Kyrgyzstan, Groundwater: entering the country (total),10^9 m3/year, I, 
Kyrgyzstan, Industrial water withdrawal,10^9 m3/year, I,0.34
Kyrgyzstan, Industrial water withdrawal as % of total water withdrawal, %, E,4.39
Kyrgyzstan, Interannual variability (WRI), , I,2.4
Kyrgyzstan, Irrigation water requirement,10^9 m3/year, I,2.92
Kyrgyzstan, Long-term average annual precipitation in depth, mm/year, I,533
Kyrgyzstan, Long-term average annual precipitation in volume,10^9 m3/year, I,106.57
Kyrgyzstan,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,32.63
Kyrgyzstan, Municipal water withdrawal,10^9 m3/year, I,0.22
Kyrgyzstan, Municipal water withdrawal as % of total withdrawal, %, E,2.92
Kyrgyzstan, National Rainfall Index (NRI), mm/year, I,372.5
Kyrgyzstan, Overlap between surface water and groundwater,10^9 m3/year, I,11.22
Kyrgyzstan, Overlap: between surface water and groundwater,10^9 m3/year, I,11.22
Kyrgyzstan, Produced municipal wastewater,10^9 m3/year, I,0.07
Kyrgyzstan,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,5.8
Kyrgyzstan,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.12
Kyrgyzstan,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,16.85
Kyrgyzstan,SDG 6.4.1. Water Use Efficiency,US$/m3, I,0.86
Kyrgyzstan,SDG 6.4.2. Water Stress, %, E,50.04
Kyrgyzstan, Seasonal variability (WRI), , I,2.7
Kyrgyzstan, Surface water produced internally,10^9 m3/year, I,46.46
Kyrgyzstan, Surface water: accounted flow of border rivers,10^9 m3/year, I, 
Kyrgyzstan, Surface water: accounted inflow,10^9 m3/year, I,0.56
Kyrgyzstan, Surface water: entering the country (total),10^9 m3/year, I,0.56
Kyrgyzstan, Surface water: inflow not submitted to treaties,10^9 m3/year, I,0.56
Kyrgyzstan, Surface water: inflow secured through treaties,10^9 m3/year, I, 
Kyrgyzstan, Surface water: inflow submitted to treaties,10^9 m3/year, I, 
Kyrgyzstan, Surface water: leaving the country to other countries (total),10^9 m3/year, I,41.81
Kyrgyzstan, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I,5.72
Kyrgyzstan, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I,25.87
Kyrgyzstan, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I,36.09
Kyrgyzstan, Surface water: total external renewable,10^9 m3/year, I,-25.31
Kyrgyzstan, Surface water: total flow of border rivers,10^9 m3/year, I, 
Kyrgyzstan, Total dam capacity,km3, E,23.57
Kyrgyzstan, Total freshwater withdrawal,10^9 m3/year, I,7.71
Kyrgyzstan, Total internal renewable water resources (IRWR),10^9 m3/year, I,48.93
Kyrgyzstan, Total internal renewable water resources per capita,m3/inhab/year, E,7499.78
Kyrgyzstan, Total renewable groundwater,10^9 m3/year, I,13.69
Kyrgyzstan, Total renewable surface water,10^9 m3/year, I,21.15
Kyrgyzstan, Total renewable water resources,10^9 m3/year, I,23.62
Kyrgyzstan, Total renewable water resources per capita,m3/inhab/year, E,3620.06
